"","Sample_ID","X.coordinate","Y.coordinate","height_NAP","color","calcareous_portion","main_soil_type","organic_portion","sand_median_class"
"1","BE160025",12353,671328,-38.74,"brown-gray","calcareous","sand",NA,"very coarse"
"2","BE160026",12356,671316,-38.69,"brown-gray",NA,"gravel",NA,"very coarse"
"3","BE160040",17481,680577,-34,"brown-gray","non-calcareous","sand",NA,"very coarse"
"4","BE160041",16043,680302,-33.89,"brown-gray","slightly calcareous","sand",NA,"very coarse"
"5","BE160042",16586,679189,-35.77,"brown-gray","slightly calcareous","sand",NA,"moderately fine"
"6","BE160045",15796,677707,-37.27,"brown","calcareous","gravel",NA,"very coarse"
"7","BE160073",13877,673829,-39.32,"brown","slightly calcareous","gravel",NA,"extremely coarse"
"8","BE160076",12045,673646,-38.14,"brown","slightly calcareous","sand",NA,"very coarse"
"9","BE160081",13374,672334,-38.18,"brown-gray","slightly calcareous","sand",NA,"extremely coarse"
"10","BE160082",13284,673081,-39.3,"brown","slightly calcareous","sand",NA,"extremely coarse"
"11","BE160083",12647,672277,-38.35,"brown","slightly calcareous","gravel",NA,"extremely coarse"
"12","BE160113",15901,679440,-37.07,"brown","calcareous","sand",NA,"very coarse"
"13","BE160114",17070,678199,-37.98,"brown","calcareous","sand",NA,"very coarse"
"14","BE160119",16306,676862,-37.86,"brown","calcareous","sand",NA,"moderately coarse"
"15","BE160120",16064,675758,-38.92,"brown","calcareous","sand",NA,"moderately coarse"
"16","BE160124",12138,673209,-38.83,"brown","calcareous","sand",NA,"moderately coarse"
"17","BE160125",12682,671800,-37.99,NA,NA,"gravel",NA,"coarse category (O)"
"18","BE160128",17990,678036,-38.03,"brown","calcareous","gravel",NA,"very coarse"
"19","BE160170",11857,682825,-38.35,"brown-gray","calcareous","gravel",1,"extremely coarse"
"20","BE160207",11948,682349,-36.9,"light--gray-brown","calcareous","sand",1,"very coarse"
"21","BE160208",11946,683332,-35.36,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"22","BE160215",12623,685674,-36.15,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"23","BE160216",12258,681757,-35.43,"light--gray-brown","calcareous","gravel",1,"moderately fine"
"24","BE160218",12333,682762,-36.95,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"25","BE160224",12763,682367,-36.3,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"26","BE160228",12973,686284,-37.49,"light--brown-yellow","calcareous","sand",NA,"very coarse"
"27","BE160233",13383,685874,-37.58,"light--brown-olive","calcareous","gravel",1,"very coarse"
"28","BE160234",13329,684887,-35.81,"light--brown-yellow","calcareous","sand",NA,"very coarse"
"29","BE160235",13357,683855,-37.53,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"30","BE160236",13271,682881,-37.41,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"31","BE160237",13218,681904,-36.74,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"32","BE160240",13668,681374,-36.5,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"33","BE160241",13815,682360,-37.54,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"34","BE160259",15204,684070,-37.68,"light--brown-yellow","calcareous","sand",1,"extremely coarse"
"35","BE160261",15635,684620,-38.21,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"36","BE160262",14719,684641,-38.01,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"37","BE160264",15745,685597,-36.99,"light--brown-yellow","calcareous","sand",1,"extremely coarse"
"38","BE160265",16884,685507,-33.76,"brown-gray","calcareous","sand",1,"moderately fine"
"39","BE160267",16204,686075,-36.28,"light--brown-yellow","calcareous","sand",NA,"very coarse"
"40","BE160311",12934,683688,-37.4,NA,NA,"gravel",NA,"extremely coarse"
"41","BE160316",12677,682465,-37.26,"brown","slightly calcareous","sand",NA,"moderately coarse"
"42","BE160345",12929,683096,-36.75,NA,NA,"gravel",NA,"extremely coarse"
"43","BE160348",12834,683126,-36.63,NA,NA,"gravel",NA,"extremely coarse"
"44","BE160351",12933,683424,-37.3,NA,NA,"gravel",NA,"very coarse"
"45","BE160354",13033,683398,-37.1,NA,NA,"gravel",NA,"extremely coarse"
"46","BE160357",13127,683701,-37.04,NA,NA,"gravel",NA,"extremely coarse"
"47","BE160360",13043,683720,-36.43,NA,NA,"gravel",NA,"very coarse"
"48","BE160407",12682,682536,NA,NA,NA,"gravel",NA,"very coarse"
"49","BE160408",13000,682695,NA,NA,NA,"gravel",NA,"very coarse"
"50","BE160409",12524,682851,NA,NA,NA,"gravel",NA,"very coarse"
"51","BE160410",13076,682943,NA,"brown-yellow","calcareous","sand",NA,"very coarse"
"52","BE160411",12607,683099,NA,NA,NA,"gravel",NA,"extremely coarse"
"53","BE160412",13156,683178,NA,NA,NA,"gravel",NA,"very coarse"
"54","BE160413",12677,683345,NA,NA,NA,"gravel",NA,"very coarse"
"55","BE160414",13235,683453,NA,NA,NA,"gravel",NA,"very coarse"
"56","BE160415",12757,683684,NA,NA,NA,"gravel",NA,"very coarse"
"57","BE160416",13084,683742,NA,NA,NA,"gravel",NA,"very coarse"
"58","BE160439",13042,683719,-37.78,"light--gray-brown","slightly calcareous","gravel",0,"extremely coarse"
"59","BE160440",13127,683701,-36.77,"light--brown-yellow","calcareous","gravel",1,"extremely coarse"
"60","BE160441",13033,683398,-36.5,"brown-gray","slightly calcareous","gravel",0,"extremely coarse"
"61","BE160442",12933,683424,-36.18,"light--brown-olive","calcareous","sand",0,"extremely coarse"
"62","BE160443",12834,683127,-36.1,"light--gray-brown","non-calcareous","gravel",0,"very coarse"
"63","BE160444",12929,683096,-36.42,"dark--gray","calcareous","gravel",0,"extremely coarse"
"64","BE160445",12838,682801,-33.68,"light--brown-yellow","calcareous","gravel",1,"extremely coarse"
"65","BE160446",12742,682835,-37.59,"light--brown-yellow","calcareous","sand",1,"extremely coarse"
"66","BE160447",12639,682533,-38.23,"light--brown","calcareous","sand",0,"very coarse"
"67","BE160448",12736,682502,-38.45,"light--gray-brown","non-calcareous","gravel",0,"extremely coarse"
"68","BE160449",13068,686464,-39.44,"brown-gray","calcareous","gravel",0,"extremely coarse"
"69","BE160450",13317,686571,-38.83,"brown-gray","calcareous","gravel",0,"extremely coarse"
"70","BE160451",13570,686492,-39.02,"light--brown-yellow","calcareous","sand",1,"very coarse"
"71","BE160452",13814,686604,-38.87,"light--gray-brown","non-calcareous","gravel",0,"very coarse"
"72","BE160453",14068,686519,-38.46,"light--gray-brown","non-calcareous","gravel",0,"very coarse"
"73","BE160465",13069,686464,-37.89,"brown","slightly calcareous","sand",NA,"very coarse"
"74","BE160466",13072,686569,-37.95,"brown-yellow","slightly calcareous","gravel",NA,"very coarse"
"75","BE160468",13317,686571,-37.79,"brown-gray","slightly calcareous","gravel",NA,"extremely coarse"
"76","BE160469",13569,686492,-37.76,"brown-yellow","slightly calcareous","gravel",NA,"very coarse"
"77","BE160470",13557,686599,-37.39,"brown-gray","slightly calcareous","gravel",NA,"very coarse"
"78","BE160471",13811,686507,-37.29,"brown-gray","slightly calcareous","gravel",NA,"moderately coarse"
"79","BE160472",13812,686607,-37.73,"brown-gray","slightly calcareous","sand",NA,"moderately coarse"
"80","BE160528",12639,682533,-37.15,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"81","BE160529",12838,682801,-37.46,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"82","BE160530",12741,682835,-37.33,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"83","BE160531",12929,683096,-37.36,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"84","BE160532",12834,683126,-37.55,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"85","BE160533",13033,683398,-37.52,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"86","BE160534",12933,683424,-37.42,"light--brown-yellow","calcareous","sand",NA,"extremely coarse"
"87","BE160535",13366,682788,-37.78,"light--brown-yellow","calcareous","sand",1,"very coarse"
"88","BE160536",13447,682753,-38.15,"light--gray-brown","calcareous","gravel",1,"extremely coarse"
"89","BE160538",11710,681372,NA,NA,NA,"sand",NA,"very coarse"
"90","BE160574",16637,675138,-38.13,"brown","calcareous","sand",NA,"moderately coarse"
"91","BE160580",13752,671902,-34.9,"brown-yellow","slightly calcareous","sand",NA,"extremely coarse"
"92","BE160589",13748,673858,-38.33,"brown-yellow","slightly calcareous","sand",NA,"very coarse"
"93","BE170013",23863,670054,-41.04,"gray-olive","calcareous","sand",NA,"moderately fine"
"94","BE170014",31148,669861,-43.38,"gray-olive","calcareous","sand",NA,"very fine"
"95","BE170015",20891,680410,NA,"brown-gray","slightly calcareous","sand",NA,"moderately fine"
"96","BE170016",30746,671382,NA,"brown-gray","slightly calcareous","sand",NA,"very fine"
"97","BE170017",41769,679643,NA,"gray-olive","slightly calcareous","sand",NA,"very fine"
"98","BE170018",36703,683807,-42.89,"dark--brown-gray","slightly calcareous","sand",NA,"very fine"
"99","BE170019",36599,674442,-45.95,"dark--brown-gray","slightly calcareous","sand",NA,"very fine"
"100","BE170020",31187,679166,-45.28,"dark--brown-gray",NA,"sand",NA,"very fine"
"101","BE170021",25793,674616,-42.22,"dark--brown-gray","slightly calcareous","sand",NA,"moderately fine"
"102","BE170022",26053,683900,-41.37,"dark--brown-gray","slightly calcareous","sand",NA,"moderately fine"
"103","BE170027",35238,674025,-45.33,"brown-gray","calcareous","sand",NA,"very fine"
"104","BE170028",20823,674478,-41.88,"brown","calcareous","sand",NA,"moderately fine"
"105","BE170031",49608,673543,-46.78,"brown-gray","calcareous","sand",NA,"very fine"
"106","BE180009",45707,669498,-45.11,"gray-olive","calcareous","sand",NA,"very fine"
"107","BE180010",52994,669336,-45.09,"gray-olive","calcareous","sand",NA,"moderately fine"
"108","BE180011",53046,671341,NA,"brown-gray","slightly calcareous","sand",NA,"moderately fine"
"109","BE180012",62548,679342,NA,"gray-olive","slightly calcareous","sand",NA,"very fine"
"110","BE180013",58572,683223,-48.13,"dark--brown-gray","slightly calcareous","sand",NA,"extremely fine"
"111","BE180014",53200,678552,-48.54,"dark--brown-gray","slightly calcareous","sand",NA,"extremely fine"
"112","BE180015",47426,674188,-47.14,"dark--brown-gray","slightly calcareous","sand",NA,"extremely fine"
"113","BE180016",47463,683581,-45.94,"dark--brown-gray","slightly calcareous","sand",NA,"very fine"
"114","BF160007",75067,669005,-44.6,"brown-gray","calcareous","sand",NA,"extremely fine"
"115","BF160008",69378,669037,-45.07,"brown-gray","slightly calcareous","sand",NA,"extremely fine"
"116","BF160009",69453,673645,-47.37,"brown-gray","calcareous","sand",NA,"extremely fine"
"117","BF160010",65181,675895,-48.67,"brown-gray","calcareous","sand",NA,"extremely fine"
"118","BF160011",69556,678268,-48.79,"brown-gray","calcareous","sand",NA,"extremely fine"
"119","BF160012",69656,682909,-48.99,"brown-gray","calcareous","sand",NA,"extremely fine"
"120","BF160013",65307,682988,-47.94,"brown-gray","calcareous","sand",NA,"extremely fine"
"121","BF160015",85812,672415,-45.66,NA,NA,"sand",NA,"very fine"
"122","BF160016",80382,673448,-46.28,NA,NA,"sand",NA,"very fine"
"123","BF160017",80733,682674,-48.67,"brown-gray","calcareous","sand",NA,"extremely fine"
"124","BF160019",74847,678298,-47.48,"brown-gray","calcareous","sand",NA,"extremely fine"
"125","BF160022",80634,685440,-49.57,NA,NA,"sand",NA,"extremely fine"
"126","BF160023",75044,682823,-49.44,NA,NA,"sand",NA,"extremely fine"
"127","BF160025",75237,673633,-46.76,NA,NA,"sand",NA,"extremely fine"
"128","BF160026",80414,673604,-46.73,NA,NA,"sand",NA,"very fine"
"129","BF160027",75052,678165,-48.54,NA,NA,"sand",NA,"extremely fine"
"130","BF160028",80689,682656,-49.42,NA,NA,"sand",NA,"extremely fine"
"131","BF160032",77209,671566,NA,"brown-olive","calcareous","sand",NA,"extremely fine"
"132","BF160033",82575,671692,NA,"brown-olive","calcareous","sand",NA,"very fine"
"133","BF160035",73122,670969,NA,"brown-olive","calcareous","sand",NA,"extremely fine"
"134","BF160036",84971,686366,-48.83,"brown-olive","calcareous","sand",NA,"extremely fine"
"135","BF160037",64081,673034,-47.21,"brown-gray","calcareous","sand",NA,"very fine"
"136","BF160039",69649,682918,NA,"brown-gray","calcareous","sand",NA,"very fine"
"137","BF160049",69481,673642,-46.95,"brown-gray","calcareous","sand",NA,"very fine"
"138","BF160050",80401,673456,NA,"brown-gray","calcareous","sand",NA,"very fine"
"139","BF170012",96625,669516,NA,"gray-green","calcareous","sand",NA,"extremely fine"
"140","BF170014",91380,668799,-44.28,NA,NA,"sand",NA,"extremely fine"
"141","BF170015",85889,672371,-45.64,NA,NA,"sand",NA,"very fine"
"142","BF170016",102325,677779,-45.22,NA,NA,"sand",NA,"very fine"
"143","BF170019",91460,682739,-48.33,"gray-olive","calcareous","sand",NA,"extremely fine"
"144","BF170022",91474,685374,-47.69,NA,NA,"sand",NA,"extremely fine"
"145","BF170023",96841,682501,-46.84,NA,NA,"sand",NA,"extremely fine"
"146","BF170024",96849,677881,-45.59,NA,NA,"sand",NA,"extremely fine"
"147","BF170025",102197,673179,-43.5,NA,NA,"sand",NA,"extremely fine"
"148","BF170026",102244,668539,-43.57,NA,NA,"sand",NA,"extremely fine"
"149","BF170027",96847,673260,-44.72,NA,NA,"sand",NA,"extremely fine"
"150","BF170028",91438,677933,-46.64,NA,NA,"sand",NA,"extremely fine"
"151","BF170029",85945,676154,-46.66,NA,NA,"sand",NA,"extremely fine"
"152","BF170030",86012,679995,-47.8,NA,NA,"sand",NA,"extremely fine"
"153","BF170031",86054,683575,-47.54,NA,NA,"sand",NA,"extremely fine"
"154","BF170047",105685,674576,NA,"brown-olive","calcareous","sand",NA,"very fine"
"155","BF170048",91601,668681,-44.75,"brown-olive","calcareous","sand",NA,"moderately fine"
"156","BF170049",96895,668933,-44.4,"brown-olive","calcareous","sand",NA,"very fine"
"157","BF170050",102174,668836,-44.29,"brown-olive","calcareous","sand",NA,"very fine"
"158","BF170051",102158,668821,-44.27,"brown-olive","calcareous","sand",NA,"very fine"
"159","BF170052",102014,686232,-47.08,NA,NA,"sand",NA,"very fine"
"160","BF170053",95997,686441,-47.87,NA,NA,"sand",NA,"extremely fine"
"161","BF180004",114106,683310,NA,NA,NA,"sand",NA,"extremely fine"
"162","BF180006",124027,673021,-42.68,NA,NA,"sand",NA,"very fine"
"163","BF180007",124068,677474,-42.79,"brown-gray","calcareous","sand",NA,"extremely fine"
"164","BF180009",124220,682371,-43.66,"brown-gray","calcareous","sand",NA,"very fine"
"165","BF180011",118614,677718,-42.05,"brown-gray","calcareous","sand",NA,"extremely fine"
"166","BF180013",113151,673124,-43.29,"brown-gray","calcareous","sand",NA,"very fine"
"167","BF180014",113235,677669,-43.82,"gray-olive","calcareous","sand",NA,"extremely fine"
"168","BF180016",112133,682374,-45.72,NA,NA,"sand",NA,"very fine"
"169","BF180017",129439,671969,-40.86,"light--brown-yellow","calcareous","sand",0,"very fine"
"170","BF180018",129503,675753,-41.18,"brown-gray","slightly calcareous","sand",NA,"very fine"
"171","BF180019",129534,679464,-41.72,"brown-gray","calcareous","sand",NA,"very fine"
"172","BF180020",129521,683176,-42.34,NA,"calcareous","sand",NA,"very fine"
"173","BF180021",118725,685083,-44.59,"brown-gray","calcareous","sand",NA,"extremely fine"
"174","BF180022",118708,681409,-44.13,"brown-gray","calcareous","clay",NA,"extremely fine"
"175","BF180023",118651,673988,-43.01,"brown-gray","calcareous","sand",NA,"extremely fine"
"176","BF180024",118588,670184,-42.66,"brown-gray","calcareous","sand",NA,"extremely fine"
"177","BF180025",113143,668577,-43.35,"brown-gray","calcareous","sand",NA,"very fine"
"178","BF180027",107839,675976,-44.07,NA,NA,"sand",NA,"extremely fine"
"179","BF180028",107897,679668,-45.01,NA,NA,"sand",NA,"extremely fine"
"180","BF180029",107858,683306,-46.55,NA,NA,"sand",NA,"extremely fine"
"181","BF180036",115574,674412,NA,"brown-olive","calcareous","sand",NA,"very fine"
"182","BF180037",114217,675115,NA,"brown-olive","calcareous","sand",NA,"very fine"
"183","BF180038",114229,674044,-40.1,"brown-olive","calcareous","sand",NA,"very fine"
"184","BF180039",115320,674362,NA,"brown-olive","calcareous","sand",NA,"very fine"
"185","BF180040",114222,674021,NA,"brown-olive","calcareous","sand",NA,"very fine"
"186","BF180041",117784,674468,-43.44,"brown-olive","calcareous","sand",NA,"very fine"
"187","BF180042",112545,668711,-43.18,NA,"calcareous","sand",NA,"very fine"
"188","BF180043",112710,668652,-43.09,"brown-olive","calcareous","sand",NA,"moderately fine"
"189","BF180044",117492,668502,-42.52,"brown-olive","calcareous","sand",NA,"moderately fine"
"190","BF180045",117737,668588,-42.43,NA,"calcareous","sand",NA,"moderately fine"
"191","BF180046",123519,685490,-44.22,NA,NA,"sand",NA,"very fine"
"192","BF180047",117497,685704,-44.37,NA,NA,"sand",NA,"very fine"
"193","BF180048",112004,685907,-46.1,NA,NA,"sand",NA,"very fine"
"194","BF180049",114519,674275,-42.75,"brown-olive","calcareous","sand",NA,"very fine"
"195","BF180050",123078,675787,-42.32,"brown-gray","calcareous","sand",NA,"very fine"
"196","BF180051",116716,674812,-45.2,"brown-gray","calcareous","sand",NA,"very fine"
"197","BF180052",119599,673432,-38.21,"brown-gray","calcareous","sand",NA,"very fine"
"198","BF180053",118917,674892,NA,"gray","calcareous","sand",NA,"very fine"
"199","BF180054",121083,671008,NA,"gray","calcareous","sand",NA,"very fine"
"200","BF180055",123838,675824,NA,"gray","calcareous","sand",NA,"moderately fine"
"201","BF180057",127612,677483,NA,"gray","calcareous","sand",NA,"moderately fine"
"202","BF180058",110709,670253,NA,"gray","calcareous","sand",NA,"very fine"
"203","BF180059",115526,670678,NA,"gray","calcareous","sand",NA,"very fine"
"204","BF180060",118317,676345,NA,"brown-olive","calcareous","sand",NA,"very fine"
"205","BF180061",114432,674331,NA,"brown-gray","calcareous","sand",NA,"very fine"
"206","BF180062",113880,677657,NA,"brown-gray","calcareous","clay",NA,"moderately fine"
"207","BF180063",119310,674695,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"208","BF180064",119079,674426,NA,"brown-gray","calcareous","sand",NA,"very fine"
"209","BF180065",122927,674840,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"210","BF180066",114458,674374,NA,"brown-gray","calcareous","sand",NA,"very fine"
"211","BF180067",112741,674374,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"212","BF180068",115360,673986,NA,"brown-olive","calcareous","sand",NA,"very fine"
"213","BF180069",115325,673991,-44.9,"brown-olive","calcareous","sand",NA,"very fine"
"214","BF180070",113239,673395,NA,"brown-olive","calcareous","sand",NA,"very fine"
"215","BF180071",115235,673566,NA,"brown-olive","calcareous","sand",NA,"very fine"
"216","BF180072",114050,673505,NA,"brown-olive","calcareous","sand",NA,"very fine"
"217","BF180073",111942,673823,NA,"brown-gray","calcareous","sand",NA,"very fine"
"218","BF180074",112068,674063,NA,"brown-olive","calcareous","sand",NA,"very fine"
"219","BF180075",114388,675280,NA,"brown-olive","calcareous","sand",NA,"very fine"
"220","BF180076",114810,673752,NA,"brown-olive","calcareous","sand",NA,"very fine"
"221","BF180077",114388,675280,NA,"brown-olive","calcareous","sand",NA,"very fine"
"222","BF180078",112069,674080,NA,"brown-gray","calcareous","sand",NA,"very fine"
"223","BG140006",157711,699455,-41.24,"brown-gray","calcareous","sand",NA,"very fine"
"224","BG140007",160638,695554,-40.63,"brown-gray","calcareous","sand",NA,"very fine"
"225","BG140009",166517,687410,-39.31,NA,NA,"sand",NA,"very fine"
"226","BG140010",163530,691380,-40.04,NA,NA,"sand",NA,"moderately fine"
"227","BG140034",168151,686985,-38.8,NA,NA,"sand",NA,"very fine"
"228","BG140035",168345,691532,-39.22,"brown-gray","calcareous","sand",NA,"very fine"
"229","BG140041",156724,700606,-41.95,NA,NA,"sand",NA,"very fine"
"230","BG140042",156849,686892,-40.31,NA,NA,"sand",NA,"extremely fine"
"231","BG140045",162304,696096,-40.65,"brown-gray","calcareous","sand",NA,"moderately fine"
"232","BG140046",157160,696090,-40.39,"brown-gray","slightly calcareous","sand",NA,"very fine"
"233","BG140049",156880,691438,-39.51,NA,NA,"sand",NA,"very fine"
"234","BG140054",173145,687021,-38.22,"brown-gray","non-calcareous","sand",NA,"very fine"
"235","BG140055",162285,686818,-38.58,NA,NA,"sand",NA,"very fine"
"236","BG140060",159977,689408,NA,"dark--gray","calcareous","sand",2,"very fine"
"237","BG160003",145963,682142,-41.41,"brown-gray","calcareous","sand",NA,"extremely fine"
"238","BG160005",145925,677499,-40.35,"brown-gray","calcareous","sand",NA,"extremely fine"
"239","BG160006",145925,672860,-40.24,"gray-olive",NA,"sand",NA,"moderately fine"
"240","BG160008",145729,668357,-38.49,"brown-gray","calcareous","sand",NA,"moderately fine"
"241","BG160009",134979,668289,-39.92,"gray-olive","calcareous","sand",NA,"moderately fine"
"242","BG160010",134993,672985,-41.07,"gray-olive","calcareous","sand",NA,"moderately fine"
"243","BG160012",135165,677749,-41.97,"gray-olive","calcareous","sand",NA,"moderately fine"
"244","BG160013",134943,682055,-42.94,"gray-olive","calcareous","sand",NA,"moderately fine"
"245","BG160015",151388,683079,-41.47,NA,NA,"sand",NA,"very fine"
"246","BG160016",151386,679386,-41.05,NA,NA,"sand",NA,"very fine"
"247","BG160017",151362,675643,-40.42,NA,NA,"sand",NA,"very fine"
"248","BG160018",151334,671935,-39.78,NA,NA,"sand",NA,"very fine"
"249","BG160019",140434,672859,-40.07,NA,"calcareous","sand",NA,"very fine"
"250","BG160020",140434,677540,-41.02,"brown-gray","calcareous","sand",NA,"very fine"
"251","BG160021",140475,682151,-41.38,"brown-gray","calcareous","sand",NA,"moderately fine"
"252","BG160023",135238,668477,-40.41,NA,NA,"sand",NA,"very fine"
"253","BG160024",135178,668298,-40.32,"brown-olive","calcareous","sand",NA,"moderately fine"
"254","BG160025",140543,684935,-42.23,NA,NA,"sand",NA,"very fine"
"255","BG160026",134008,685154,-43.05,NA,NA,"sand",NA,"very fine"
"256","BG160027",151104,675486,NA,"brown-olive",NA,"sand",NA,"very fine"
"257","BG160028",143146,674542,NA,"brown-olive","calcareous","sand",NA,"very fine"
"258","BG160029",139304,673925,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"259","BG160030",130748,671349,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"260","BG160031",130282,677867,NA,"brown-olive","calcareous","sand",NA,"moderately fine"
"261","BG170002",172338,679316,-39.04,"brown-gray","calcareous","sand",NA,"moderately fine"
"262","BG170003",169450,683351,-39.03,"brown-gray","calcareous","sand",NA,"moderately fine"
"263","BG170014",167710,672882,-38.23,"brown-gray","calcareous","sand",NA,"moderately fine"
"264","BG170015",168356,668690,-37.55,"brown-gray","calcareous","sand",NA,"very fine"
"265","BG170016",167752,677539,-38.92,"brown-gray","calcareous","sand",NA,"very fine"
"266","BG170018",167805,682122,-39,"brown-gray","calcareous","sand",NA,"moderately fine"
"267","BG170021",156932,672920,-39.22,"brown-gray","calcareous","sand",NA,"extremely fine"
"268","BG170023",156864,677466,-40.05,"gray-olive","calcareous","sand",NA,"extremely fine"
"269","BG170024",156862,682198,-40.52,"brown-gray","calcareous","sand",NA,"very fine"
"270","BG170026",173135,682167,-36.83,"brown-gray","slightly calcareous","sand",NA,"moderately fine"
"271","BG170027",173206,673842,-36.46,"brown-gray","slightly calcareous","sand",NA,"moderately fine"
"272","BG170028",162321,668241,-36.82,"brown-gray","calcareous","sand",NA,"very fine"
"273","BG170029",162300,672896,-37.72,"brown-gray","calcareous","sand",NA,"very fine"
"274","BG170030",162280,677558,-38.66,"brown-gray","calcareous","sand",NA,"very fine"
"275","BG170031",162290,682166,-39.21,"brown-gray","calcareous","sand",NA,"very fine"
"276","BG170033",169695,681427,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"277","BG170034",161046,668312,-35.1,NA,NA,"sand",NA,"moderately fine"
"278","BG170035",172046,683859,-37.65,"brown-gray","calcareous","sand",1,"moderately fine"
"279","BG170036",161502,684230,-39.49,"brown-gray","calcareous","sand",1,"very fine"
"280","BG170037",155499,684432,-40.49,"brown-gray","calcareous","sand",1,"moderately fine"
"281","BG170038",169475,681329,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"282","BG170039",165683,680818,NA,"brown-gray","calcareous","sand",1,"very fine"
"283","BG170040",164008,675962,NA,"brown-gray","calcareous","sand",1,"very fine"
"284","BG170041",156678,674852,NA,"brown-gray","calcareous","sand",1,"very fine"
"285","BG170042",151826,680937,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"286","BG170043",159785,680907,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"287","BG170044",164359,683080,NA,"brown-gray","calcareous","sand",NA,"moderately fine"
"288","BG180004",180852,676091,NA,"gray-green","calcareous","sand",NA,"very fine"
"289","BG180006",175431,675246,-37.85,"brown-gray","calcareous","sand",NA,"moderately fine"
"290","BG180026",178707,672887,-36.68,"brown-gray","calcareous","sand",NA,"moderately fine"
"291","BG180027",178869,677564,-38.09,"brown-yellow","calcareous","sand",NA,"very coarse"
"292","BG180029",178671,682202,-37.73,"brown-gray","calcareous","sand",NA,"moderately fine"
"293","BG180065",178058,682168,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"294","BG180066",180105,683107,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"295","BG180068",173749,682119,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"296","BG180072",179622,680057,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"297","BG180073",174198,684254,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"298","BG180074",178778,683408,NA,"brown-gray","calcareous","sand",1,"moderately fine"
"299","BK010052",12237,668681,-37.13,"brown-gray","calcareous","sand",NA,"very coarse"
"300","BK010053",12840,668733,-36.94,"brown-gray","calcareous","sand",NA,"very coarse"
"301","BK010054",14065,668375,-35.95,"brown-gray","calcareous","sand",NA,"very coarse"
"302","BK010055",14264,668701,-35.36,"brown-gray","calcareous","sand",NA,"very coarse"
"303","BK010056",15014,668671,-35.98,"brown-gray","calcareous","sand",NA,"very coarse"
"304","BK010057",15611,668695,-37.19,"brown-gray","calcareous","sand",NA,"moderately fine"
"305","BK010058",19058,665902,-38.42,"brown-gray","calcareous","sand",NA,"very fine"
"306","BK010059",18228,666033,-38.33,"brown-gray",NA,"sand",NA,"moderately fine"
"307","BK010060",17549,666017,-38.24,"brown-gray","calcareous","sand",NA,"very fine"
"308","BK010061",16768,666014,-38.06,"brown","calcareous","sand",NA,"very fine"
"309","BK010062",16260,665985,-37.96,"brown",NA,"sand",NA,"moderately fine"
"310","BK010063",15758,666038,-38.06,"brown","calcareous","sand",NA,"very fine"
"311","BK010064",14866,666048,-37.96,"brown","calcareous","sand",NA,"very fine"
"312","BK010065",14181,665976,-37.65,"brown","calcareous","sand",NA,"very fine"
"313","BK010066",13489,665973,-36.75,"brown","calcareous","sand",NA,"very fine"
"314","BK010067",12703,665997,-35.44,"brown-gray","calcareous","sand",NA,"moderately fine"
"315","BK010068",12121,665967,-35.44,"brown-gray","calcareous","sand",NA,"moderately coarse"
"316","BK010092",12211,660452,-43.32,"brown","calcareous","sand",NA,"moderately fine"
"317","BK010099",18341,663292,-39.84,"brown","calcareous","sand",NA,"moderately fine"
"318","BK010100",14337,663243,-39.86,"brown","calcareous","sand",NA,"moderately fine"
"319","BK010101",15609,663314,-38.58,"brown","calcareous","sand",NA,"moderately coarse"
"320","BK010102",17003,663276,-37.69,"brown","calcareous","sand",NA,"moderately coarse"
"321","BK010197",16589,670255,-38.51,"brown-gray","slightly calcareous","sand",NA,"moderately coarse"
