"","Sample_ID","X.coordinate","Y.coordinate","height_NAP","color","calcareous_portion","main_soil_type","organic_portion","sand_median_class"
"1626","BQ070026",76627,502535,NA,NA,NA,"sand",NA,"moderately coarse"
"1627","BQ070027",75754,502571,NA,NA,NA,"sand",NA,"moderately coarse"
"1628","BQ070028",74878,502608,NA,NA,NA,"sand",NA,"moderately coarse"
"1629","BQ070029",73997,502644,NA,NA,NA,"sand",NA,"moderately coarse"
"1630","BQ070030",73112,502681,NA,NA,NA,"sand",NA,"moderately coarse"
"1631","BQ070031",72222,502718,NA,NA,NA,"sand",NA,"moderately coarse"
"1632","BQ070032",71328,502755,NA,NA,NA,"sand",NA,"moderately coarse"
"1633","BQ070033",70430,502792,NA,NA,NA,"sand",NA,"moderately coarse"
"1634","BQ070034",69528,502829,NA,NA,NA,"sand",NA,"moderately coarse"
"1635","BQ070035",68621,502866,NA,NA,NA,"sand",NA,"moderately coarse"
"1636","BQ070036",67709,502904,NA,NA,NA,"sand",NA,"moderately coarse"
"1637","BQ070037",83442,517208,NA,NA,NA,"sand",NA,"moderately coarse"
"1638","BQ070038",82575,517281,NA,NA,NA,"sand",NA,"moderately coarse"
"1639","BQ070039",81704,517354,NA,NA,NA,"sand",NA,"moderately coarse"
"1640","BQ070040",80830,517428,NA,NA,NA,"sand",NA,"moderately coarse"
"1641","BQ070041",79951,517502,NA,NA,NA,"sand",NA,"moderately coarse"
"1642","BQ070042",79068,517576,NA,NA,NA,"sand",NA,"moderately coarse"
"1643","BQ070043",78181,517651,NA,NA,NA,"sand",NA,"moderately coarse"
"1644","BQ070044",77290,517726,NA,NA,NA,"sand",NA,"moderately coarse"
"1645","BQ070045",76394,517801,NA,NA,NA,"sand",NA,"moderately coarse"
"1646","BQ070046",75494,517877,NA,NA,NA,"sand",NA,"moderately coarse"
"1647","BQ070047",74590,517953,NA,NA,NA,"sand",NA,"moderately coarse"
"1648","BQ070048",73682,518030,NA,NA,NA,"sand",NA,"moderately coarse"
"1649","BQ070049",72769,518107,NA,NA,NA,"sand",NA,"moderately coarse"
"1650","BQ070050",71852,518184,NA,NA,NA,"sand",NA,"moderately coarse"
"1651","BQ070051",70931,518261,NA,NA,NA,"sand",NA,"moderately coarse"
"1652","BQ070052",70005,518339,NA,NA,NA,"sand",NA,"moderately coarse"
"1653","BQ070053",69074,518418,NA,NA,NA,"sand",NA,"moderately coarse"
"1654","BQ070054",68139,518496,NA,NA,NA,"sand",NA,"moderately coarse"
"1655","BQ070055",67199,518575,NA,NA,NA,"sand",NA,"moderately coarse"
"1656","BQ070056",66255,518655,NA,NA,NA,"sand",NA,"moderately coarse"
"1657","BQ070057",65305,518734,NA,NA,NA,"sand",NA,"moderately coarse"
"1658","BQ070058",64351,518815,NA,NA,NA,"sand",NA,"moderately coarse"
"1659","BQ070059",63393,518895,NA,NA,NA,"sand",NA,"moderately coarse"
"1660","BQ070060",61461,519058,NA,NA,NA,"sand",NA,"moderately coarse"
"1661","BQ070061",61461,519058,NA,NA,NA,"sand",NA,"moderately coarse"
"1662","BQ070062",60973,505289,NA,NA,NA,"sand",NA,"moderately coarse"
"1663","BQ070069",62027,511619,NA,"light--gray-brown","calcareous","sand",1,"moderately coarse"
"1664","BQ070070",65719,515817,NA,"light--gray-brown","calcareous","sand",1,"moderately coarse"
"1665","BQ070076",66667,515940,-24.31,"brown-olive","calcareous","sand",NA,"moderately coarse"
"1666","BQ070142",68299,502057,NA,"light--brown-yellow","calcareous","sand",0,"very coarse"
"1667","BQ070143",73268,502151,NA,"light--brown-yellow","calcareous","sand",1,"moderately coarse"
"1668","BQ070152",71191,503231,NA,"light--brown-yellow","calcareous","sand",0,"moderately coarse"
"1669","BQ070202",68223,504433,NA,"light--gray-brown","calcareous","sand",1,"moderately coarse"
"1670","BQ070203",73960,502655,NA,"light--gray-brown","calcareous","sand",1,"moderately fine"
"1671","BQ070220",66568,514330,NA,"light--brown","calcareous","sand",NA,"moderately coarse"
"1672","BQ070221",68100,505761,NA,"light--brown","calcareous","sand",NA,"moderately coarse"
"1673","BQ070226",66325,513338,NA,"light--brown-yellow","calcareous","sand",1,"moderately fine"
"1674","BQ070227",74319,513886,NA,"light--brown-yellow","calcareous","sand",1,"moderately fine"
"1675","BQ070228",74786,523993,NA,"light--brown-yellow","calcareous","sand",1,"moderately fine"
"1676","BQ070229",78027,527551,NA,"light--brown-yellow","calcareous","sand",1,"moderately fine"
"1677","BQ070230",82658,525115,NA,"light--brown-yellow","calcareous","sand",1,"moderately coarse"
"1678","BQ070231",82107,531452,NA,"light--brown-yellow","calcareous","sand",1,"moderately coarse"
"1679","BQ070242",71413,504073,NA,"light--brown-yellow","calcareous","sand",1,"moderately fine"
"1680","BQ070243",62587,508363,NA,"light--brown-yellow","calcareous","sand",1,"very coarse"
"1681","BQ080016",85128,502179,NA,NA,NA,"sand",NA,"moderately coarse"
"1682","BQ080017",84299,502223,NA,NA,NA,"sand",NA,"moderately coarse"
"1683","BQ080018",83469,502264,NA,NA,NA,"sand",NA,"moderately coarse"
"1684","BQ080035",87725,516857,NA,NA,NA,"sand",NA,"moderately coarse"
"1685","BQ080036",86861,516931,NA,NA,NA,"sand",NA,"moderately coarse"
"1686","BQ080037",86016,517005,NA,NA,NA,"sand",NA,"moderately fine"
"1687","BQ080038",85170,517048,NA,NA,NA,"sand",NA,"moderately coarse"
"1688","BQ080039",84306,517122,NA,NA,NA,"sand",NA,"moderately coarse"
"1689","BQ080140",86111,507332,-18.98,"light--brown-yellow","calcareous","sand",0,"moderately coarse"
"1690","BQ080142",86102,509194,-17.39,"light--brown-yellow","calcareous","sand",1,"moderately fine"
"1691","BQ080154",87985,516745,-16.93,"light--brown-yellow","calcareous","sand",0,"moderately coarse"
"1692","BQ080156",88021,518723,-19.06,"light--brown-yellow","calcareous","sand",0,"moderately coarse"
"1693","BQ080185",88059,518409,-18.11,"light--brown-yellow","calcareous","sand",0,"moderately coarse"
"1694","BQ080187",88113,520265,-19.84,"light--brown-yellow","calcareous","sand",1,"moderately fine"
"1695","BQ080196",86120,507330,-19.16,"light--brown-yellow","calcareous","sand",0,"moderately coarse"
"1696","BQ080198",86124,509186,-18,"light--brown-yellow","calcareous","sand",1,"moderately coarse"
"1697","BQ100039",64921,484483,NA,NA,NA,"sand",NA,"very coarse"
"1698","BQ100046",75375,485651,NA,NA,NA,"sand",NA,"moderately coarse"
"1699","BQ100047",74577,486223,NA,NA,NA,"sand",NA,"very coarse"
"1700","BQ100048",73775,486797,NA,NA,NA,"sand",NA,"moderately coarse"
"1701","BQ100049",72970,487374,NA,NA,NA,"sand",NA,"moderately coarse"
"1702","BQ100050",72161,487953,NA,NA,NA,"sand",NA,"moderately coarse"
"1703","BQ100051",71348,488535,NA,NA,NA,"sand",NA,"moderately coarse"
"1704","BQ100052",70532,489119,NA,NA,NA,"sand",NA,"moderately coarse"
"1705","BQ100053",69712,489706,NA,NA,NA,"sand",NA,"moderately coarse"
"1706","BQ100054",68889,490295,NA,NA,NA,"sand",NA,"moderately coarse"
"1707","BQ100055",68062,490887,NA,NA,NA,"sand",NA,"moderately coarse"
"1708","BQ100056",67231,491481,NA,NA,NA,"sand",NA,"moderately coarse"
"1709","BQ100057",66396,492078,NA,NA,NA,"sand",NA,"moderately coarse"
"1710","BQ100058",65558,492678,NA,NA,NA,"sand",NA,"moderately coarse"
"1711","BQ100059",64715,493280,NA,NA,NA,"sand",NA,"moderately coarse"
"1712","BQ100060",63869,493885,NA,NA,NA,"sand",NA,"moderately coarse"
"1713","BQ100061",63019,494493,NA,NA,NA,"sand",NA,"moderately coarse"
"1714","BQ100062",62165,495103,NA,NA,NA,"sand",NA,"moderately coarse"
"1715","BQ100063",61307,495716,NA,NA,NA,"sand",NA,"moderately coarse"
"1716","BQ100064",81274,498582,NA,NA,NA,"sand",NA,"moderately coarse"
"1717","BQ100065",82029,497989,NA,NA,NA,"sand",NA,"moderately coarse"
"1718","BQ100066",82764,497413,NA,NA,NA,"sand",NA,"moderately coarse"
"1719","BQ100093",69557,489780,NA,"brown-gray","calcareous","sand",NA,"very coarse"
"1720","BQ100094",70024,490514,NA,"brown-gray","calcareous","sand",NA,"moderately coarse"
"1721","BQ100095",69998,489031,NA,"brown-gray","calcareous","sand",NA,"moderately coarse"
"1722","BQ100096",69081,488491,NA,"brown-gray","calcareous","sand",NA,"very coarse"
"1723","BQ100097",68611,487571,NA,"brown-gray","calcareous","sand",NA,"very coarse"
"1724","BQ100098",69039,486079,NA,"gray","calcareous","sand",NA,"moderately coarse"
"1725","BQ100099",68144,486837,NA,"brown-gray","calcareous","sand",NA,"moderately coarse"
"1726","BQ100168",83136,492068,-20.06,"light--brown-yellow","calcareous","sand",0,"very coarse"
"1727","BQ100169",82558,492342,-18.87,"light--brown","calcareous","sand",0,"moderately fine"
"1728","BQ100170",82040,492591,-18.19,"light--brown","calcareous","sand",0,"moderately fine"
"1729","BQ100268",64167,501298,NA,"light--gray-brown","calcareous","sand",0,"very coarse"
"1730","BQ100296",62816,493426,NA,"light--brown-yellow","calcareous","sand",0,"moderately coarse"
"1731","BQ100297",60560,488649,-24.16,"light--brown","calcareous","sand",NA,"moderately coarse"
"1732","BQ100298",60899,493751,-26.07,"light--brown","calcareous","sand",NA,"moderately coarse"
"1733","BQ100299",60973,498714,-23.95,"light--brown","calcareous","sand",NA,"very coarse"
"1734","BQ100300",65341,483825,-21.69,"light--brown","calcareous","sand",NA,"moderately coarse"
"1735","BQ100301",65337,488369,-23.94,"light--brown","calcareous","sand",NA,"moderately coarse"
"1736","BQ100302",70805,493664,-22.4,"light--brown","calcareous","sand",NA,"moderately coarse"
"1737","BQ100303",66016,498696,-23.66,"light--brown","calcareous","sand",NA,"moderately coarse"
"1738","BQ100304",70935,498532,-22.49,"light--brown","calcareous","sand",NA,"very coarse"
"1739","BQ100305",75978,498453,-23.06,"light--brown","calcareous","sand",NA,"moderately coarse"
"1740","BQ100306",80604,493532,-20.78,"light--brown","calcareous","sand",NA,"moderately coarse"
"1741","BQ100329",67294,500067,NA,"light--brown-yellow","calcareous","sand",1,"moderately coarse"
"1742","BQ100336",62378,483956,NA,"light--brown-yellow","calcareous","sand",1,"moderately coarse"
"1743","BQ100363",69700,491448,NA,"light--brown","calcareous","sand",0,"very coarse"
"1744","BQ100364",61936,500863,NA,"light--brown","calcareous","sand",0,"moderately coarse"
"1745","BQ110095",83504,496832,NA,NA,NA,"sand",NA,"moderately coarse"
"1746","BQ110096",84241,496253,NA,NA,NA,"sand",NA,"moderately coarse"
